Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Log_Loan_Amount,EMI,EMI_to_Income_Ratio
Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y,6325.0,5.170483995038151,0.4861109760802845,0.0009222657084971642
Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N,24996.0,6.3473892096560105,1.5833328935186408,0.0007601213718226133
Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y,15759.0,4.02535169073515,0.15277773533951797,0.00011633559772012808
Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,Y,5185.0,5.049856007249537,0.4305554359568234,0.000996463652020347
Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y,17196.0,5.942799375126701,1.2666662444445853,0.0008839261382079355
Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N,5049.0,4.718498871295094,0.6166663240742644,0.001465635597173392
Female,No,0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,Y,4223.0,4.709530201312334,0.30555547067903593,0.0008682606218886301
Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y,5740.0,4.795790545596741,0.6666662962965021,0.0013937271573319578
Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y,13746.0,4.875197323201151,0.361111010802497,0.0003152431071830522
Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,1.0,Semiurban,Y,4310.0,4.875197323201151,0.361111010802497,0.0010054132072236928
Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N,3069.0,4.276666119016055,0.14791663585070086,0.0005783639414049139
Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y,5391.0,4.875197323201151,0.361111010802497,0.000803808414961949
Male,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,Y,5833.0,4.859812404361672,0.35555545679015094,0.0007314700160668254
Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y,10173.0,5.6937321388027,0.8222219938272239,0.0009698872271760558
Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y,6000.0,5.056245805348308,0.43333321296299643,0.0008666662525927424
Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y,7167.0,4.859812404361672,0.35555545679015094,0.0005953208828096487
Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N,4566.0,4.61512051684126,0.2777777006173054,0.0007300331868961543
Male,No,1,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,Y,3667.0,4.736198448394496,0.6277774290125394,0.0020543568810805065
Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y,3946.0,4.890349128221754,0.3666665648148431,0.00111505256961861
Male,Yes,0,Not Graduate,No,3010,3136.0,128.0,360.0,0.0,Urban,N,6146.0,4.859812404361672,0.35555545679015094,0.0006942181334884562
Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y,4750.0,4.919980925828125,0.37777767283953534,0.0009543854586972366
Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y,5488.0,4.836281906951478,0.34722212577163175,0.0007592318874237092
Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y,9167.0,5.225746673713202,0.513888746142015,0.0006727025358853646
Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y,9504.0,5.62040086571715,0.7638886766975899,0.0009645057831401662
Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,1.0,Urban,Y,4698.0,4.795790545596741,0.3333332407407665,0.0008514256847974407
Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y,3618.0,4.736198448394496,0.6277774290125394,0.002082179836797863
Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y,4500.0,4.736198448394496,0.3138888016975551,0.0008370365813170587
Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,Y,3760.0,4.912654885736052,0.3749998958333623,0.001196807796231647
Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N,3180.0,4.276666119016055,0.19722216743828683,0.0007442343132636058
Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y,4492.0,4.564348191467836,0.2638888155864401,0.0007049565763778695
Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y,5568.0,4.700480365792417,0.3027776936728629,0.0006525379922824649
Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N,3300.0,4.6443908991413725,0.2861110316358246,0.0010404033730744993
Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N,2889.0,3.828641396489095,0.24999986111118827,0.0010384205909413466
Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N,2755.0,4.189654742026425,0.21666659444446854,0.0009437379313423247
Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y,22500.0,4.6443908991413725,0.2861110316358246,0.0001525925420675042
Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y,1963.0,3.9889840465642745,0.14722218132717185,0.0008999822190256746
Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N,7441.0,5.272999558563747,0.5388887391975725,0.0008690584367021565
Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y,4547.0,4.7535901911063645,0.3194443557099012,0.0008430462407880637
Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y,4567.0,4.7535901911063645,0.3194443557099012,0.0008393543379228398
Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y,2213.0,4.204692619390966,0.18333328240742156,0.000994124806118071
Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N,8300.0,5.030437921392435,0.5066664977778341,0.0007325297703973838
Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N,81000.0,5.8888779583328805,0.9999997222222995,0.0001481481048011095
Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N,3867.0,4.143134726391533,0.17222217438272935,0.0005344363721926831
Male,Yes,0,Graduate,No,6256,0.0,160.0,360.0,1.0,Urban,Y,6256.0,5.081404364984463,0.44444432098768866,0.000852514518675646
Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N,6096.0,5.389071729816501,0.6055553873457258,0.0011920379294132538
Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y,4286.0,4.709530201312334,0.30555547067903593,0.0008554980451588374
Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N,5386.0,5.187385805840755,0.4944443070988036,0.0011016209363610323
Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y,2995.0,4.110873864173311,0.16666662037038324,0.0006677791796693099
Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N,2600.0,5.081404364984463,0.44444432098768866,0.002051280534736778
Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N,21600.0,5.480638923341991,0.6638887044753599,0.0003688270375514756
Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y,3798.0,4.727387818712341,0.3111110246913821,0.0009829729111977597
Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y,4663.0,4.9344739331306915,0.3833332268518815,0.0009864888566236223
Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y,5829.0,4.9344739331306915,0.3833332268518815,0.0007891572783039705
Female,No,0,Not Graduate,No,2720,0.0,80.0,360.0,0.0,Urban,N,2720.0,4.394449154672439,0.22222216049384433,0.0009803914520060257
Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,Y,3539.0,4.61512051684126,0.2777777006173054,0.0009418850740733472
Male,Yes,1,Graduate,No,7250,1667.0,110.0,360.0,0.0,Urban,N,8917.0,4.709530201312334,0.30555547067903593,0.0004111994117650709
Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y,14880.0,4.574710978503383,0.26666659259261316,0.00021505368636068106
Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,Y,6966.0,4.804021044733257,0.3361110177469395,0.0005790025148091095
Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N,4606.0,4.406719247264253,0.22499993750001737,0.0005861916080265477
Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y,5935.0,4.897839799950911,0.3694443418210162,0.0007469808265333114
Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y,2936.12000084,4.477336814478207,0.2416665995370557,0.000987697372170809
Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y,2717.0,4.110873864173311,0.33333314814825105,0.0014722105304108856
Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y,8624.0,5.017279836814924,0.4166665509259581,0.000579777123768431
Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N,6500.0,4.663439094112067,0.29166658564817066,0.0005384612894806924
Male,No,0,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,Y,12876.0,6.0063531596017325,1.124999687500087,0.0010484618664062444
Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y,4765.0,4.969813299576001,0.39722211188274675,0.001000349242848661
Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y,3750.0,4.61512051684126,0.2777777006173054,0.0008888883575311029
Female,Yes,0,Graduate,No,10047,0.0,128.0,240.0,1.0,Semiurban,Y,10047.0,4.859812404361672,0.5333331111112037,0.0006370057299619358
Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y,3777.0,3.9318256327243257,0.1388888503086527,0.0004412670569720318
Male,Yes,0,Graduate,No,2213,1125.0,128.0,360.0,1.0,Urban,Y,3338.0,4.859812404361672,0.35555545679015094,0.0012782096907220438
Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N,10416.0,5.236441962829949,0.519444300154361,0.0005984380648739108
Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y,7142.0,4.9344739331306915,0.3833332268518815,0.0006440770021464822
Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y,8724.0,5.236441962829949,0.519444300154361,0.0007145037533754962
Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y,9734.0,5.198497031265826,0.49999986111114975,0.0006163958900409625
Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y,6700.0,5.003946305945459,0.41111099691361197,0.0007363180715495012
Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y,37719.0,5.030437921392435,0.4222221049383042,0.000134326601926555
Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,1.0,Rural,Y,15666.0,5.170483995038151,0.5833331388889538,0.00044682734140652594
Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y,4676.0,4.875197323201151,0.361111010802497,0.0009267174973415243
Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y,4652.0,4.709530201312334,0.30555547067903593,0.0007881910366120351
Male,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,N,4915.0,4.02535169073515,0.15277773533951797,0.0003730076045707203
Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N,5050.0,5.017279836814924,0.4166665509259581,0.0009900984996026334
Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,1.0,Semiurban,N,4311.0,5.25227342804663,0.5277776311728802,0.0014691092115851332
Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N,3564.0,4.836281906951478,0.34722212577163175,0.0011690976729355706
Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,1.0,Urban,Y,3414.0,4.110873864173311,0.19999993333335558,0.0007029872162904533
Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N,5681.0,5.0106352940962555,0.41388877391978507,0.0008742587991422042
Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y,4949.0,4.51085950651685,0.49999972222237654,0.0012123651670701795
Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y,7085.0,4.442651256490317,0.23333326851853653,0.00039520095243208124
Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y,3859.0,4.574710978503383,0.26666659259261316,0.0008292298823621403
Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y,4301.0,4.77912349311153,0.3277776867284204,0.0009145154948436296
Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N,6277.0,5.159055299214529,0.48055542206793833,0.0009186974609492284
Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y,4354.0,4.919980925828125,0.37777767283953534,0.0010411876032726918
Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N,8334.0,5.081404364984463,0.44444432098768866,0.0006399485341869478
Male,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,1.0,Semiurban,Y,6166.0,5.081404364984463,0.44444432098768866,0.000864957965277766
Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y,7740.0,4.859812404361672,0.7111107160496022,0.0011024970632556525
Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y,5203.0,5.0369526024136295,0.42499988194447724,0.000980203230269047
Female,No,1,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,Y,5191.0,4.890349128221754,0.3666665648148431,0.0008476204509022494
Male,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N,4166.0,4.59511985013459,0.2722221466049593,0.0007841250163969016
Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y,6000.0,4.948759890378168,0.38888878086422757,0.000777777406172974
Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N,4611.0,4.2626798770413155,0.3888886728396262,0.0010120717544110625
Male,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,Y,16692.0,4.709530201312334,0.30555547067903593,0.00021966603070627813
Female,Yes,2,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,Y,3127.0,4.59511985013459,0.2722221466049593,0.001044664056815684
Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,6784.0,4.709530201312334,0.30555547067903593,0.0005404871756432519
Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y,5529.0,5.093750200806762,0.44999987500003474,0.0009766679920417483
Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N,4153.0,4.736198448394496,0.6277774290125394,0.001813948223311487
Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y,4691.0,4.61512051684126,0.2777777006173054,0.0007105801651484686
Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,1.0,Urban,Y,2500.0,4.543294782270004,0.25833326157409403,0.0012399990603561024
Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y,10180.0,5.093750200806762,0.44999987500003474,0.0005304516565283329
Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y,17539.0,5.017279836814924,0.4166665509259581,0.0002850788681804468
Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y,8450.0,5.442417710521793,0.7666664111111964,0.0010887568789143317
Male,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,N,4745.0,4.890349128221754,0.3666665648148431,0.0009272913941050462
Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y,18917.0,4.465908118654584,0.23888882253088264,0.0001515391282192545
Male,Yes,2,Graduate,No,2947,1603.0,128.0,360.0,1.0,Urban,N,4550.0,4.859812404361672,0.35555545679015094,0.0009377284299357572
Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y,4350.0,5.043425116919247,0.42777765895065034,0.0011800759750153183
Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y,3095.0,4.736198448394496,0.3138888016975551,0.0012170158836677224
Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y,5233.0,4.859812404361672,0.35555545679015094,0.0008153381431446666
Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y,10833.0,5.459585514144159,0.6499998194444947,0.0007200218747630099
Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y,8333.0,5.5093883366279774,0.6833331435185713,0.0009840389465229954
Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y,4394.0,4.882801922586371,0.36388878780867007,0.0009937788486958177
Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N,3547.0,4.394449154672439,0.22222216049384433,0.0007518085773205073
Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N,18333.0,6.2166061010848646,1.388888503086527,0.0009091071262810109
Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y,6666.0,5.081404364984463,0.44444432098768866,0.0008000796417276768
Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N,2435.0,4.330733340286331,0.20833327546297906,0.0010266932540138989
Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,1.0,Semiurban,Y,5484.0,4.574710978503383,0.26666659259261316,0.0005835153922124157
Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,1.0,Urban,Y,6464.0,5.231108616854587,0.5166665231481881,0.0009591579713472605
Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y,3691.0,4.709530201312334,0.30555547067903593,0.0009934067884205596
Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y,17263.0,5.420534999272286,0.6249998263889371,0.00043445504230557814
Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N,5754.0,4.787491742782046,0.33055546373459344,0.0006893751716310246
Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y,4239.0,4.663439094112067,1.2499985119065333,0.003538565203255522
Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y,4300.0,4.68213122712422,0.2972221396605168,0.0008294569024599812
Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,1.0,Urban,Y,7482.0,4.718498871295094,9.249922917309023,0.01483547944468497
Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y,2895.0,4.564348191467836,0.2638888155864401,0.0010938391966943853
Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N,10699.0,5.3471075307174685,0.5805553942901683,0.0006511509440228888
Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y,4328.0,4.736198448394496,0.235416617621538,0.0006527261155700364
Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y,3159.0,4.61512051684126,0.2777777006173054,0.001055185546434001
Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y,10489.0,5.342334251964811,0.5777776172839952,0.0006610096876915166
Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,1.0,Rural,N,9352.0,4.9344739331306915,0.3833332268518815,0.0004918731963189417
Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y,5297.0,4.8283137373023015,0.4133331955556015,0.0009363785582429579
Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y,7926.0,5.497168225293202,0.6749998125000521,0.001021952627259333
Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,1.0,Urban,Y,27500.0,6.175867270105761,1.333332962963066,0.0005818179948136436
Male,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N,3583.0,4.574710978503383,0.26666659259261316,0.0008931057882736289
Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y,5492.0,5.241747015059643,0.5222220771605341,0.0011410530875205216
Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y,13262.0,3.713572066704308,0.11111108024692216,0.00010053784062114743
Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N,4885.0,4.61512051684126,0.2777777006173054,0.0006823606117860657
Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y,8069.0,5.5254529391317835,0.6944442515432635,0.001032758678796474
Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y,5318.0,5.003946305945459,0.41111099691361197,0.0009276665757358881
Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N,8796.0,4.2626798770413155,0.3888886728396262,0.0005305438196251626
Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N,9481.0,5.7430031878094825,0.8638886489198198,0.0010934144578568176
Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y,6894.0,5.017279836814924,0.4166665509259581,0.000725268021582517
Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y,3663.0,4.736198448394496,0.235416617621538,0.0007712253579000893
Male,Yes,0,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N,4874.0,4.820281565605037,0.34166657175928566,0.0008411977537287902
Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N,6598.0,5.225746673713202,0.513888746142015,0.0009346262249397862
Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N,3400.0,4.564348191467836,0.2638888155864401,0.0009313719615855671
Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y,3934.0,3.828641396489095,0.12499996527778744,0.0003812910843376076
Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y,2500.0,4.02535169073515,0.15277773533951797,0.0007333327776299529
Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y,7101.0,4.61512051684126,0.2777777006173054,0.00046941724322024686
Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y,15114.0,6.175867270105761,1.333332962963066,0.001058620767845168
Male,No,0,Graduate,No,4680,2087.0,128.0,360.0,1.0,Semiurban,N,6767.0,4.859812404361672,0.35555545679015094,0.0006305105253242472
Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y,17500.0,5.993961427306569,1.1111108024692216,0.0007619044980197293
Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,1.0,Semiurban,Y,3775.0,4.709530201312334,0.30555547067903593,0.0009713018496917118
Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,0.0,Semiurban,Y,6715.0,5.087596335232384,0.4472220979938617,0.0007992053934296155
Male,No,1,Not Graduate,No,2679,1302.0,94.0,360.0,1.0,Semiurban,Y,3981.0,4.553876891600541,0.2611110385802671,0.000787071469097574
Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y,6783.0,4.875197323201151,0.361111010802497,0.0006388517415609427
Male,Yes,0,Graduate,No,1025,5500.0,216.0,360.0,1.0,Rural,Y,6525.0,5.37989735354046,0.5999998333333797,0.0011034477664158217
Male,Yes,3+,Graduate,No,4281,0.0,100.0,360.0,1.0,Urban,Y,4281.0,4.61512051684126,0.2777777006173054,0.0007786338409360093
Male,No,2,Graduate,No,3588,0.0,110.0,360.0,0.0,Rural,N,3588.0,4.709530201312334,0.30555547067903593,0.0010219243093197493
Male,No,1,Graduate,No,11250,0.0,196.0,360.0,1.0,Semiurban,N,11250.0,5.2832037287379885,0.5444442932099186,0.000580740517478258
Female,No,0,Not Graduate,Yes,18165,0.0,125.0,360.0,1.0,Urban,Y,18165.0,4.836281906951478,0.34722212577163175,0.00022937876322626287
Male,No,0,Not Graduate,No,2550,2042.0,126.0,360.0,1.0,Rural,Y,4592.0,4.844187086458591,0.3499999027778048,0.0009146336532607303
Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y,10039.0,5.783825182329737,0.8999997500000695,0.0010758039355549468
Male,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y,3617.0,4.68213122712422,0.2972221396605168,0.0009860836308061502
Male,Yes,0,Not Graduate,No,2917,536.0,66.0,360.0,1.0,Rural,N,3453.0,4.204692619390966,0.18333328240742156,0.0006371267374274468
Male,Yes,3+,Graduate,No,6417,0.0,157.0,180.0,1.0,Rural,Y,6417.0,5.062595033026967,0.8722217376545902,0.0016310828883521298
Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y,7453.0,4.948759890378168,0.7777773456792524,0.0012522912445191916
Female,No,0,Graduate,No,2138,0.0,99.0,360.0,0.0,Semiurban,N,2138.0,4.605170185988092,0.27499992361113235,0.001543497301747814
Female,No,1,Graduate,No,3652,0.0,95.0,360.0,1.0,Semiurban,Y,3652.0,4.564348191467836,0.2638888155864401,0.0008671042569858088
Male,Yes,1,Not Graduate,No,2239,2524.0,128.0,360.0,1.0,Urban,Y,4763.0,4.859812404361672,0.35555545679015094,0.0008957934928678605
Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,1.0,Semiurban,Y,3680.0,4.634728988229636,0.28333325462965153,0.0009239124855600098
Male,Yes,0,Graduate,No,2768,1950.0,155.0,360.0,1.0,Rural,Y,4718.0,5.049856007249537,0.4305554359568234,0.0010950962097003877
Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N,3358.0,4.394449154672439,2.2222160493998624,0.007941209965260987
Male,No,0,Graduate,No,2526,1783.0,145.0,360.0,1.0,Rural,Y,4309.0,4.983606621708336,0.40277766589509284,0.0011216826745699478
Female,No,0,Graduate,No,5000,0.0,103.0,360.0,0.0,Semiurban,N,5000.0,4.6443908991413725,0.2861110316358246,0.0006866663111260643
Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y,4801.0,4.709530201312334,0.30555547067903593,0.000763729375478688
Male,Yes,2,Graduate,Yes,6633,0.0,128.0,360.0,0.0,Rural,N,6633.0,4.859812404361672,0.35555545679015094,0.0006432481093900317
Male,Yes,1,Not Graduate,No,2492,2375.0,128.0,360.0,1.0,Rural,Y,4867.0,4.859812404361672,0.35555545679015094,0.000876651824429756
Male,Yes,1,Graduate,No,3333,3250.0,158.0,360.0,1.0,Urban,Y,6583.0,5.0689042022202315,0.4388887669753425,0.0008000401403092726
